Person_id,Survey_date,round,status,tenure,geography,province,schoolquintile,additional_lang,home_lang,science,female,sa_citizen,Birthyear,Birthmonth,Target,mathf,mathlitf,math_achieved,mathlit_achieved,educ,year,age
Id_sheg62ft8k,3/10/2022,2,unemployed,1160,Urban,Gauteng,4,,,,0,1,2000,3,0,0,0,0,0,0,2022,22
Id_bm2vh08eqq,8/5/2022,3,other,,Urban,Gauteng,5,50 - 59 %,,,0,1,1997,12,1,0,1,0,0,1,2022,25
Id_70j9yz8t5s,8/11/2022,3,other,,Urban,Free State,2,50 - 59 %,,30 - 39 %,1,1,2000,1,1,0,0,0,0,1,2022,22
Id_svhv4cgnsd,2/25/2022,2,wage employed,0,Urban,Eastern Cape,3,40 - 49 %,,,1,1,1998,3,0,0,0,0,0,1,2022,24
Id_171wkd76h9,7/28/2022,3,studying,,Urban,Gauteng,,,,,0,1,2002,8,0,0,0,,,0,2022,20
Id_cafnhlum9y,2/14/2023,4,unemployed,36,Urban,Gauteng,3,60 - 69 %,,,1,1,2001,9,0,0,1,0,0,1,2023,22
Id_e5uzilp8gy,8/16/2021,1,studying,,Urban,KwaZulu-Natal,2,40 - 49 %,,,0,1,1997,9,1,0,1,0,0,2,2021,24
Id_g1bx885s85,8/10/2022,3,studying,,Urban,Western Cape,3,,,,1,1,1993,1,0,0,0,0,0,0,2022,29
Id_xs3o17it62,8/3/2022,3,studying,,Urban,KwaZulu-Natal,,,,,1,1,2003,5,0,0,0,,,0,2022,19
Id_9z6p98vpuc,3/8/2023,4,other,,Urban,Gauteng,,,,,1,1,1996,10,0,0,0,0,0,0,2023,27
Id_2173hjl28f,3/7/2023,4,unemployed,1525,Urban,Gauteng,1,50 - 59 %,,,1,1,1999,9,0,0,1,0,0,1,2023,24
Id_aq8quimz7j,8/10/2022,3,unemployed,583,Urban,Northern Cape,,50 - 59 %,,,1,1,1999,8,0,0,1,0,0,1,2022,23
Id_459x55f4z4,2/28/2022,2,studying,,Urban,Gauteng,,,,,0,1,1999,1,0,0,0,,,0,2022,23
Id_fbwglgt7kp,7/28/2022,3,other,,Urban,Gauteng,4,50 - 59 %,,,0,1,1998,6,1,0,1,0,1,2,2022,24
Id_beztnq0m2n,2/27/2023,4,studying,,Urban,Gauteng,,40 - 49 %,,,0,1,1999,7,0,0,1,0,0,1,2023,24
Id_lz939ux9lh,3/3/2022,2,unemployed,1131,Urban,Gauteng,1,50 - 59 %,,,1,1,2000,1,0,0,1,0,0,1,2022,22
Id_v6tc49qx9h,8/17/2021,1,studying,,Urban,Eastern Cape,4,,50 - 59 %,,1,1,2001,9,0,0,1,0,0,1,2021,20
Id_qw3feldj6k,3/24/2023,4,unemployed,761,Urban,Mpumalanga,,,,,1,1,2001,6,0,0,0,,,0,2023,22
Id_bfjy3ebyf3,3/3/2023,4,studying,,Urban,Northern Cape,1,50 - 59 %,,,1,1,2001,2,0,0,0,0,0,1,2023,22
Id_5kgfpc0guh,3/13/2023,4,unemployed,64,Rural,KwaZulu-Natal,2,40 - 49 %,,,1,1,2003,8,0,1,0,0,0,1,2023,20
Id_quo6a2anvh,8/5/2022,3,self employed,36,Urban,Limpopo,3,,,,0,1,1998,11,1,0,0,0,0,0,2022,24
Id_o865ehofn4,3/20/2023,4,studying,,Urban,Gauteng,2,,,,1,1,1998,3,0,0,0,0,0,0,2023,25
Id_g3lkt5xgyz,2/10/2023,4,unemployed,281,Urban,Western Cape,,60 - 69 %,,,0,1,1992,8,0,0,1,0,0,2,2023,31
Id_zbfli4gl28,2/28/2023,4,wage employed,31,Suburb,KwaZulu-Natal,3,50 - 59 %,,,0,1,2000,5,0,0,1,0,0,1,2023,23
Id_rps525di9a,2/6/2023,4,unemployed,67,Urban,Gauteng,,,,,0,1,1994,7,0,0,0,,,0,2023,29
Id_q8co778v2m,8/17/2021,1,self employed,169,Urban,Gauteng,4,50 - 59 %,,,1,1,2002,5,1,0,0,0,0,1,2021,19
Id_qugpy5jo7f,8/8/2022,3,unemployed,552,Suburb,Eastern Cape,,,,,1,1,2001,1,0,0,0,,,0,2022,21
Id_056atqcnvj,2/2/2023,4,wage employed,122,Urban,Gauteng,3,60 - 69 %,,30 - 39 %,1,1,2000,1,0,0,0,0,0,1,2023,23
Id_bh68dx29iw,2/28/2022,2,wage employed,46,Urban,Gauteng,,,,,0,1,1993,1,1,0,0,,,0,2022,29
Id_2qj9fbs2fz,3/7/2022,2,unemployed,382,Urban,Gauteng,3,40 - 49 %,,,0,1,2000,1,1,0,1,0,0,1,2022,22
Id_juynjq4mvt,2/10/2023,4,self employed,,Rural,Eastern Cape,,,,,1,1,1994,2,1,0,0,,,0,2023,29
Id_s608pe8fk9,2/9/2023,4,unemployed,245,Urban,Gauteng,3,70 - 79 %,,,0,1,2000,1,1,0,0,0,0,1,2023,23
Id_b6atfvpsb7,8/8/2022,3,unemployed,797,Urban,Gauteng,,,,,1,1,1988,5,0,0,0,,,0,2022,34
Id_p58lubhsbb,8/10/2022,3,other,,Rural,Eastern Cape,3,60 - 69 %,,30 - 39 %,0,1,1995,10,1,1,0,0,0,1,2022,27
Id_tya6w40qbj,2/17/2023,4,unemployed,1862,Suburb,KwaZulu-Natal,3,,,,0,1,1989,8,0,0,0,0,0,0,2023,34
Id_9javypgk40,3/17/2023,4,unemployed,125,Urban,Gauteng,5,,40 - 49 %,0 - 29 %,1,1,1998,3,0,1,0,0,0,1,2023,25
Id_tcvfq6wpii,8/5/2022,3,wage employed,370,Rural,North West,2,50 - 59 %,,,0,1,1999,1,1,0,1,0,0,1,2022,23
Id_jj1oj0j10m,7/29/2022,3,other,,Urban,Gauteng,,60 - 69 %,,50 - 59 %,1,1,1999,3,1,1,0,0,0,3,2022,23
Id_akcakz3eit,2/22/2022,2,studying,,Rural,KwaZulu-Natal,4,,50 - 59 %,,1,1,2001,7,0,0,1,0,0,1,2022,21
Id_b16pn7sl2v,8/1/2022,3,unemployed,1313,Urban,Limpopo,,,,,1,1,1999,1,0,0,0,,,0,2022,23
Id_44hk7six95,2/15/2023,4,unemployed,67,Suburb,KwaZulu-Natal,,,,,0,1,1992,4,0,0,0,,,0,2023,31
Id_luh72hbd0x,8/12/2022,3,unemployed,217,Urban,Western Cape,3,50 - 59 %,,,1,1,2002,8,0,0,1,0,0,1,2022,20
Id_dqwwq2izwx,7/28/2022,3,unemployed,96,Urban,Gauteng,1,40 - 49 %,,,0,1,1996,11,0,0,1,0,0,1,2022,26
Id_lrkxygt8rb,2/14/2023,4,wage employed,518,Urban,Gauteng,,,,,0,1,2000,1,0,0,0,0,0,0,2023,23
Id_zeczh3phe8,2/8/2023,4,unemployed,67,Suburb,Gauteng,3,70 - 79 %,,40 - 49 %,1,1,1999,6,0,1,0,0,0,2,2023,24
Id_ak17ojtp6n,3/22/2023,4,unemployed,795,Urban,Gauteng,4,40 - 49 %,,0 - 29 %,1,1,1993,12,0,0,0,0,0,1,2023,30
Id_rlgdm1h6l1,3/24/2023,4,unemployed,429,Rural,Mpumalanga,2,,,,1,1,2002,7,0,0,0,0,0,0,2023,21
Id_u8v00w85td,3/9/2022,2,wage employed,202,Urban,Gauteng,,,,,1,1,1997,2,0,0,0,,,0,2022,25
Id_rkwcmt9rnn,8/15/2022,3,unemployed,158,Urban,KwaZulu-Natal,,,,,0,1,1998,11,0,0,0,,,0,2022,24
Id_1xosw3554o,2/7/2023,4,studying,,Suburb,Gauteng,,,,,0,1,2002,11,0,0,0,,,0,2023,21
Id_3gfj2u4l38,3/1/2023,4,wage employed,396,Urban,Gauteng,3,60 - 69 %,,,0,1,2000,1,1,0,1,0,0,1,2023,23
Id_kq7k7e1f9g,3/14/2023,4,unemployed,1525,Urban,Gauteng,2,50 - 59 %,,,1,1,1999,1,0,0,1,0,0,1,2023,24
Id_gx90pbwm54,3/1/2022,2,wage employed,23,Urban,KwaZulu-Natal,3,50 - 59 %,,,0,1,1998,10,1,0,1,0,0,2,2022,24
Id_s8umlcqxqe,2/10/2023,4,self employed,1711,Urban,Gauteng,0,50 - 59 %,,,0,1,1999,12,1,0,1,0,0,1,2023,24
Id_pj85trq4no,2/25/2022,2,self employed,174,Suburb,Gauteng,,,,,0,1,1979,5,1,0,0,,,0,2022,43
Id_1w9pi1vmwm,2/13/2023,4,studying,,Urban,Eastern Cape,1,,,,0,1,2000,7,0,0,0,0,0,0,2023,23
Id_wk5tvhx0sa,3/17/2022,2,studying,,Rural,Limpopo,3,40 - 49 %,,,0,1,2000,1,1,0,1,0,0,1,2022,22
Id_b8a1kl0pak,3/17/2023,4,studying,,Urban,KwaZulu-Natal,,,,,1,1,1999,5,0,0,0,,,0,2023,24
Id_gbpaahtw4r,7/28/2022,3,studying,,Urban,Gauteng,2,60 - 69 %,,,1,1,1998,7,0,0,1,0,0,3,2022,24
Id_zwomzkxk7o,9/3/2022,3,unemployed,67,Urban,North West,1,50 - 59 %,,,0,1,2000,5,0,1,0,0,0,1,2022,22
Id_6juwb7xro7,2/24/2022,2,unemployed,456,Urban,KwaZulu-Natal,,,60 - 69 %,,1,1,2002,5,0,0,1,0,0,1,2022,20
Id_cps30qurwn,2/28/2023,4,wage employed,945,Rural,KwaZulu-Natal,,,,,0,1,1992,11,0,0,0,,,0,2023,31
Id_0pmoxajfk9,3/17/2022,2,studying,,Urban,KwaZulu-Natal,3,60 - 69 %,,,0,1,2000,1,1,0,0,0,0,1,2022,22
Id_vzwcfc8m35,3/15/2022,2,unemployed,75,Urban,KwaZulu-Natal,5,,60 - 69 %,,1,1,2000,1,0,0,1,0,1,1,2022,22
Id_h9ntk9nhkf,2/27/2023,4,studying,,Urban,Mpumalanga,,,,,0,1,2002,2,0,0,0,,,0,2023,21
Id_phlcw18d8t,8/19/2021,1,studying,,Suburb,Gauteng,,,,,1,1,2001,7,0,0,0,,,0,2021,20
Id_jmqykt9awz,3/2/2022,2,unemployed,1161,Urban,Eastern Cape,,,,,0,1,2000,2,0,0,0,0,0,0,2022,22
Id_tzq2a2rgpm,8/11/2022,3,unemployed,217,Urban,Western Cape,3,60 - 69 %,,30 - 39 %,1,1,1996,11,0,1,0,0,0,3,2022,26
Id_yizqti5gj7,3/2/2022,2,studying,,Urban,Gauteng,,,60 - 69 %,30 - 39 %,1,1,2000,1,0,1,0,0,0,1,2022,22
Id_qkppxl501b,2/6/2023,4,wage employed,913,Rural,KwaZulu-Natal,4,,40 - 49 %,40 - 49 %,0,1,2000,1,0,1,0,0,0,1,2023,23
Id_x4kxrhprkk,3/2/2022,2,unemployed,170,Suburb,Western Cape,3,60 - 69 %,,,1,1,2000,1,1,0,1,0,0,1,2022,22
Id_60bmm1qo1i,2/16/2023,4,self employed,,Urban,Gauteng,2,40 - 49 %,,,0,1,1991,1,0,0,0,0,0,1,2023,32
Id_eg8ruyufv8,7/28/2022,3,studying,,Urban,Gauteng,,,,,0,1,2003,5,0,0,0,,,0,2022,19
Id_5p2vp6i17v,8/1/2022,3,wage employed,889,Urban,Free State,3,40 - 49 %,,30 - 39 %,0,1,1995,2,1,1,0,0,0,1,2022,27
Id_ghiy9vkvfk,3/4/2022,2,unemployed,1160,Suburb,Western Cape,3,60 - 69 %,,,1,1,2000,1,0,0,1,0,0,1,2022,22
Id_lsxjk7mut7,2/21/2022,2,wage employed,42,Urban,KwaZulu-Natal,3,70 - 79 %,,,0,1,1998,3,0,0,1,0,0,1,2022,24
Id_8vilf9pozx,3/4/2022,2,unemployed,1193,Urban,Gauteng,2,70 - 79 %,,30 - 39 %,1,1,2000,1,0,1,0,0,0,1,2022,22
Id_7wbguybpkr,8/4/2022,3,other,,Urban,Gauteng,,60 - 69 %,,,1,1,2001,11,1,0,1,0,0,1,2022,21
Id_kfroa6gtjc,7/28/2022,3,unemployed,2378,Urban,Gauteng,,,,,0,1,1995,9,0,0,0,,,0,2022,27
Id_uoptopznmv,2/17/2023,4,studying,,Urban,Gauteng,5,,50 - 59 %,,1,1,1999,7,0,0,1,0,1,1,2023,24
Id_p3n40vjf6d,3/22/2023,4,studying,,Urban,KwaZulu-Natal,2,50 - 59 %,,40 - 49 %,1,1,2000,10,0,0,0,0,0,2,2023,23
Id_sljn61w5q8,3/16/2022,2,wage employed,12,Urban,KwaZulu-Natal,2,50 - 59 %,,,1,1,2000,1,1,0,0,0,0,1,2022,22
Id_ifh0h80jrv,3/1/2022,2,wage employed,699,Suburb,North West,2,40 - 49 %,,,0,1,1995,7,1,0,1,0,0,1,2022,27
Id_c4yeovcfrw,2/8/2023,4,wage employed,273,Suburb,KwaZulu-Natal,1,40 - 49 %,,,0,1,2000,1,0,0,1,0,0,1,2023,23
Id_y74hknoyhn,2/24/2023,4,unemployed,1132,Rural,North West,3,,,,0,1,1993,2,0,0,0,0,0,0,2023,30
Id_he8qrisqy7,7/29/2022,3,other,,Urban,Gauteng,,,50 - 59 %,,1,1,1996,12,1,0,1,0,0,1,2022,26
Id_9tusg8t9zx,7/29/2022,3,studying,,Urban,Gauteng,3,50 - 59 %,,,0,1,2002,9,0,0,0,0,0,1,2022,20
Id_cn83pb2t3g,8/5/2022,3,other,,Urban,Free State,3,,40 - 49 %,30 - 39 %,1,1,1990,9,1,0,0,0,0,1,2022,32
Id_p7je9kpdyl,3/16/2022,2,wage employed,319,Urban,Limpopo,,40 - 49 %,,30 - 39 %,1,1,2000,1,0,0,0,0,0,1,2022,22
Id_4q63p4snoq,3/17/2022,2,unemployed,80,Urban,Gauteng,3,50 - 59 %,,,0,1,2000,1,0,0,1,0,0,1,2022,22
Id_xu1ae9dd8i,3/16/2023,4,wage employed,548,Urban,KwaZulu-Natal,,,,,1,1,2003,2,0,0,0,,,0,2023,20
Id_9ltqytm33k,9/3/2022,3,other,,Urban,Gauteng,3,,,,0,1,2002,11,1,0,0,0,0,1,2022,20
Id_yku8cmcg7j,2/16/2023,4,studying,,Urban,Free State,1,50 - 59 %,,50 - 59 %,0,1,2000,1,0,0,1,0,0,1,2023,23
Id_hycqq4u82s,3/17/2022,2,employment programme,285,Urban,Eastern Cape,,,,,0,1,2000,1,1,0,0,,,0,2022,22
Id_sdh2fckyks,3/9/2023,4,unemployed,365,Urban,Gauteng,2,70 - 79 %,,50 - 59 %,1,1,2003,2,0,1,0,0,0,1,2023,20
Id_turnr9thld,2/8/2023,4,unemployed,761,Urban,Gauteng,5,,50 - 59 %,,1,1,2001,12,1,0,1,0,0,1,2023,22
Id_c8ooex9qxv,8/10/2022,3,other,,Suburb,Western Cape,5,70 - 79 %,,,1,1,1998,8,1,1,0,0,0,1,2022,24
Id_czr74pntpt,8/2/2022,3,wage employed,,Urban,Western Cape,5,,,,1,1,1994,7,0,0,0,0,0,0,2022,28
Id_tkfli857nb,8/17/2021,1,studying,,Urban,Gauteng,2,40 - 49 %,,,1,1,1998,10,0,1,0,0,0,1,2021,23
Id_g5qqmak38e,7/28/2022,3,unemployed,217,Urban,Gauteng,,,,,0,1,1992,8,0,0,0,,,0,2022,30
Id_xcqiug4zfp,2/24/2023,4,unemployed,1407,Rural,Limpopo,,,,,0,1,1993,2,0,0,0,,,0,2023,30
Id_8aapfaeakl,8/1/2022,3,other,,Rural,Mpumalanga,,60 - 69 %,,0 - 29 %,0,1,2000,1,1,1,0,0,0,1,2022,22
Id_xdhfg06t24,2/10/2023,4,studying,,Urban,Western Cape,4,,,,0,1,2000,1,1,0,0,0,0,0,2023,23
Id_tccge2vifc,2/27/2023,4,unemployed,1132,Rural,KwaZulu-Natal,,,,,0,1,1999,9,0,0,0,0,0,0,2023,24
Id_796u0ujsy9,2/16/2023,4,wage employed,912,Urban,Gauteng,,,,,0,1,1994,3,0,0,0,,,0,2023,29
Id_v7uyu0o4qm,2/17/2023,4,studying,,Urban,Gauteng,2,50 - 59 %,,,0,1,1998,11,1,0,1,0,0,2,2023,25
Id_nud7rs6g9u,8/1/2022,3,self employed,523,Urban,Limpopo,,,,,1,1,1994,3,1,0,0,,,0,2022,28
Id_9r691tszsf,8/2/2022,3,other,,Suburb,Eastern Cape,,,,,0,1,2002,4,1,0,0,,,0,2022,20
Id_3xevwihwoo,3/2/2022,2,unemployed,431,Rural,KwaZulu-Natal,3,60 - 69 %,,,0,1,1999,2,0,0,1,0,1,3,2022,23
Id_bvx20a552m,2/2/2023,4,wage employed,184,Urban,Gauteng,2,60 - 69 %,,,1,1,2000,1,0,0,1,0,0,1,2023,23
Id_dhykms0gbm,3/23/2023,4,studying,,Urban,KwaZulu-Natal,2,50 - 59 %,,,1,1,2001,12,0,0,1,0,0,1,2023,22
Id_ila2xefwpp,8/4/2022,3,unemployed,2409,Urban,KwaZulu-Natal,4,,,,1,1,1995,12,0,0,0,0,0,1,2022,27
Id_4ljz6wmnvh,2/2/2023,4,self employed,,Urban,Gauteng,4,50 - 59 %,,,0,1,1996,8,1,0,1,0,0,1,2023,27
Id_ww3wxzmap0,2/15/2023,4,unemployed,401,Urban,KwaZulu-Natal,3,60 - 69 %,,,1,1,1999,12,0,0,1,0,0,1,2023,24
Id_yu6jzb8v07,2/9/2023,4,unemployed,1096,Urban,KwaZulu-Natal,,,,,1,1,2000,1,0,0,0,,,0,2023,23
Id_goy5idxqsw,2/22/2022,2,wage employed,91,Urban,Gauteng,5,50 - 59 %,,,0,1,1991,12,0,0,1,0,0,1,2022,31
Id_b20kuhtrhz,2/25/2022,2,wage employed,1125,Urban,Gauteng,2,50 - 59 %,,30 - 39 %,0,1,1994,7,1,1,0,0,0,1,2022,28
Id_xxr6v38ko4,3/17/2022,2,unemployed,410,Urban,Eastern Cape,,,,,0,1,2000,1,1,0,0,,,0,2022,22
Id_8tq92ftafs,3/15/2023,4,unemployed,334,Urban,Gauteng,3,60 - 69 %,,,1,1,2004,6,0,0,1,0,0,1,2023,19
Id_l5mw0z68e9,2/8/2023,4,wage employed,59,Urban,Mpumalanga,1,50 - 59 %,,,0,1,1999,6,0,0,1,0,0,1,2023,24
Id_vs7jj2kw8p,3/7/2022,2,studying,,Suburb,Gauteng,4,60 - 69 %,,,0,1,2000,1,1,0,1,0,0,2,2022,22
Id_eimo1622rr,8/12/2022,3,other,,Urban,Gauteng,3,50 - 59 %,,40 - 49 %,0,1,1999,5,1,1,0,0,0,1,2022,23
Id_fe7g3v4u1x,2/8/2023,4,studying,,Rural,Limpopo,3,60 - 69 %,,30 - 39 %,1,1,2000,1,0,1,0,0,0,1,2023,23
Id_kurd21o4e8,8/4/2022,3,wage employed,,Urban,Free State,5,,40 - 49 %,,1,1,1995,3,0,1,0,0,0,2,2022,27
Id_hbki2gixch,3/15/2023,4,wage employed,92,Urban,KwaZulu-Natal,,,,,1,1,2000,2,1,0,0,,,0,2023,23
Id_pf7453kb1z,8/2/2022,3,wage employed,,Urban,Western Cape,,,,,1,1,2002,1,0,0,0,,,0,2022,20
Id_zt8hbizqfi,3/20/2023,4,wage employed,304,Urban,Free State,,,,,1,1,2000,3,0,0,0,,,0,2023,23
Id_8sqie8i6f2,2/10/2023,4,studying,,Urban,Eastern Cape,,,,,0,1,2000,8,1,0,0,,,0,2023,23
Id_krgnw1x34j,2/9/2023,4,unemployed,5,Rural,North West,4,,,,1,1,2000,11,0,0,0,0,0,0,2023,23
Id_ouzkuw0lww,3/2/2022,2,wage employed,50,Urban,Northern Cape,,,,,1,1,2000,1,1,0,0,,,0,2022,22
Id_aptl56mybi,3/2/2023,4,unemployed,334,Urban,KwaZulu-Natal,,,,,0,1,2003,5,0,0,0,,,0,2023,20
Id_cx01oa0cgv,3/1/2023,4,unemployed,429,Urban,Limpopo,3,60 - 69 %,,40 - 49 %,1,1,2000,1,0,1,0,0,0,1,2023,23
Id_lt6ru96tl8,3/7/2023,4,studying,,Urban,Gauteng,3,50 - 59 %,,,1,1,1996,3,1,0,1,0,0,2,2023,27
Id_lzr0rw3t0r,2/13/2023,4,wage employed,61,Urban,Limpopo,,,,,1,1,2000,1,0,0,0,,,0,2023,23
Id_yvlg0x9zl5,8/4/2022,3,studying,,Urban,Gauteng,3,60 - 69 %,,,0,1,2004,1,0,0,0,0,0,1,2022,18
Id_diop18hcbh,8/2/2022,3,wage employed,,Urban,Western Cape,,,,,1,1,1989,1,0,0,0,,,0,2022,33
Id_rkknzl0rgp,8/5/2022,3,unemployed,158,Rural,Limpopo,0,60 - 69 %,,,1,1,1994,9,0,0,1,0,1,1,2022,28
Id_8l9ehsgvcx,8/12/2022,3,unemployed,5,Urban,Free State,,,,,0,1,1990,12,0,0,0,,,0,2022,32
Id_ox45gbgzso,8/1/2022,3,other,,Urban,Mpumalanga,,50 - 59 %,,,1,1,2000,12,1,0,1,0,0,1,2022,22
Id_0kx13vm6ml,2/16/2023,4,unemployed,1497,Rural,North West,,,,,1,1,2000,4,0,0,0,,,0,2023,23
Id_c6dtdamjas,8/4/2022,3,unemployed,1344,Urban,Gauteng,1,60 - 69 %,,0 - 29 %,1,1,1994,7,0,0,0,0,0,1,2022,28
Id_q52kljmiov,2/2/2023,4,unemployed,731,Urban,KwaZulu-Natal,,,,,1,1,2000,1,0,0,0,,,0,2023,23
Id_3vnbcsy3fr,3/3/2022,2,studying,,Urban,Gauteng,5,,50 - 59 %,,1,1,2000,1,0,0,1,0,0,1,2022,22
Id_u7l1djftg9,2/28/2022,2,unemployed,794,Urban,Gauteng,1,40 - 49 %,,40 - 49 %,0,1,1992,1,0,1,0,0,0,1,2022,30
Id_xhoa47a8c3,3/1/2022,2,wage employed,248,Suburb,Western Cape,,,,,0,1,2001,8,1,0,0,,,0,2022,21
Id_r33u1lju83,3/4/2022,2,studying,,Urban,Northern Cape,2,60 - 69 %,,,1,1,2000,1,0,0,1,0,0,1,2022,22
Id_i2s60zv264,3/8/2022,2,unemployed,71,Urban,Gauteng,2,,,,1,1,1985,5,0,0,0,0,0,0,2022,37
Id_ypik163d49,2/9/2023,4,unemployed,707,Rural,Mpumalanga,,,,,1,1,1991,3,0,0,0,,,0,2023,32
Id_esmnb5r8mw,8/4/2022,3,studying,,Urban,Western Cape,3,40 - 49 %,,,1,1,2001,1,0,0,1,0,0,1,2022,21
Id_uiq1ybkkt7,2/7/2023,4,studying,,Urban,Gauteng,3,,,,1,1,1998,5,0,0,0,0,0,0,2023,25
Id_j1k0u383jk,2/13/2023,4,unemployed,342,Urban,Gauteng,5,,40 - 49 %,,1,1,2000,1,0,0,1,0,0,1,2023,23
Id_uhwj1v9i8a,3/13/2023,4,studying,,Rural,KwaZulu-Natal,,,,,1,1,2002,3,0,0,0,,,0,2023,21
Id_wg04hm3s0m,3/24/2023,4,unemployed,1405,Urban,KwaZulu-Natal,,,,,1,1,1994,6,0,0,0,,,0,2023,29
Id_8yo2kjgoqz,2/7/2023,4,unemployed,36,Suburb,Gauteng,,,50 - 59 %,,1,1,2003,12,0,0,1,0,0,1,2023,20
Id_wdpk7skms7,3/24/2023,4,studying,,Urban,Limpopo,2,70 - 79 %,,40 - 49 %,1,1,2002,11,0,0,0,0,0,1,2023,21
Id_y6v4tn4kk6,3/20/2023,4,unemployed,1890,Urban,Mpumalanga,4,,,,1,1,2000,2,0,0,0,0,0,0,2023,23
Id_kqs2j5g1us,2/7/2023,4,wage employed,365,Suburb,Gauteng,,,,,1,1,1988,6,0,0,0,,,0,2023,35
Id_izvx8m4m38,8/12/2021,1,employment programme,0,Urban,Western Cape,3,,,,0,1,1995,11,1,0,0,0,0,1,2021,26
Id_jqehe1762c,3/11/2022,2,unemployed,440,Urban,Mpumalanga,4,60 - 69 %,,,1,1,2000,1,0,0,1,0,0,1,2022,22
Id_8aphnf6ti0,2/6/2023,4,unemployed,1316,Rural,North West,,,,,0,1,1999,10,0,0,0,,,0,2023,24
Id_3bre8se47m,2/28/2022,2,unemployed,767,Urban,Gauteng,4,50 - 59 %,,,0,1,1998,12,0,0,1,0,0,1,2022,24
Id_k07knz44s3,2/9/2023,4,studying,,Urban,Gauteng,1,70 - 79 %,,80 - 100 %,0,1,2002,8,0,1,0,1,0,1,2023,21
Id_v00sdbwrf8,8/23/2021,1,unemployed,792,Urban,Gauteng,3,,,,0,1,1988,9,1,0,0,0,0,0,2021,33
Id_2lz372b0j0,3/1/2022,2,unemployed,795,Rural,North West,,,,,0,1,1999,1,0,0,0,,,0,2022,23
Id_bn90ocr703,8/8/2022,3,unemployed,614,Urban,Gauteng,5,,,,1,1,2000,11,0,0,0,0,0,0,2022,22
Id_e4ujqrjwkk,8/12/2021,1,studying,,Urban,Gauteng,5,50 - 59 %,,,1,1,2002,5,0,0,1,0,0,1,2021,19
Id_08e94p70rp,3/4/2022,2,unemployed,430,Urban,Free State,,40 - 49 %,,50 - 59 %,1,1,2000,1,0,1,0,0,0,1,2022,22
Id_bugi0bxo5o,7/28/2022,3,studying,,Urban,Gauteng,5,,60 - 69 %,40 - 49 %,0,1,2002,9,0,1,0,0,0,1,2022,20
Id_78u3zzzc1a,2/9/2023,4,wage employed,91,Rural,North West,3,70 - 79 %,,0 - 29 %,1,1,2003,11,0,1,0,0,0,1,2023,20
Id_5pldo6prt8,8/17/2021,1,wage employed,0,Urban,North West,3,50 - 59 %,,,1,1,1997,3,0,0,0,0,0,1,2021,24
Id_sbs3mxzkd8,2/13/2023,4,studying,,Urban,Northern Cape,,,,,0,1,2001,2,0,0,0,,,0,2023,22
Id_6z0hj18ryo,3/6/2023,4,studying,,Urban,Mpumalanga,2,,40 - 49 %,0 - 29 %,1,1,2001,12,1,1,0,0,0,1,2023,22
Id_6g436d0sjl,8/15/2022,3,unemployed,2927,Urban,KwaZulu-Natal,3,,,,0,1,1995,7,0,0,0,0,0,0,2022,27
Id_q8wnm8qga5,2/16/2023,4,unemployed,97,Urban,Eastern Cape,5,,60 - 69 %,,0,1,2002,6,0,1,0,0,0,1,2023,21
Id_hsqipsnsya,2/9/2023,4,wage employed,273,Suburb,Mpumalanga,,,,,1,1,2000,1,0,0,0,,,0,2023,23
Id_jixrhqspiy,3/2/2023,4,unemployed,1160,Urban,Gauteng,2,60 - 69 %,,,1,1,2000,1,0,0,0,0,0,2,2023,23
Id_0x7h9uisea,3/6/2023,4,unemployed,795,Urban,Free State,,,,,1,1,1999,1,0,0,0,,,0,2023,24
Id_f79g7e7jkr,3/16/2023,4,studying,,Urban,Eastern Cape,2,30 - 39 %,,,1,1,1999,12,0,0,1,0,0,1,2023,24
Id_13tqvggkms,2/25/2022,2,studying,,Rural,KwaZulu-Natal,3,70 - 79 %,,50 - 59 %,1,1,1997,12,1,1,0,0,0,1,2022,25
Id_5t87b1h212,3/16/2022,2,unemployed,445,Rural,KwaZulu-Natal,2,50 - 59 %,,,1,1,2000,1,0,0,1,0,0,1,2022,22
Id_u4zxv0dj6q,3/16/2023,4,unemployed,28,Urban,Eastern Cape,,,,,1,1,2001,2,1,0,0,,,0,2023,22
Id_4qi3ymoi1q,8/19/2021,1,studying,,Rural,Mpumalanga,2,40 - 49 %,,,1,1,1987,4,1,0,0,0,0,2,2021,34
Id_feujlfc4qx,3/6/2023,4,studying,,Suburb,Eastern Cape,,,,,1,1,1996,10,0,0,0,,,0,2023,27
Id_hglpprm4z9,3/1/2023,4,unemployed,61,Rural,Limpopo,,,,,0,1,1991,5,1,0,0,,,0,2023,32
Id_85gshqo3kb,8/19/2021,1,studying,,Rural,Limpopo,2,50 - 59 %,,30 - 39 %,0,1,1991,9,0,1,0,0,0,1,2021,30
Id_pw04w85zay,2/22/2023,4,unemployed,462,Rural,Limpopo,,,,,0,1,1991,11,0,0,0,,,0,2023,32
Id_nlo8gx4wyn,3/23/2023,4,unemployed,429,Suburb,Mpumalanga,,,,,1,1,2001,7,0,0,0,,,0,2023,22
Id_z9sit5khrc,2/28/2022,2,unemployed,1159,Suburb,Western Cape,,,,,1,1,1993,2,0,0,0,,,0,2022,29
