Person_id,Probability_Unemployed
Id_7i7f1hihsa,0.08
Id_b6wu7mwwg2,0.83
Id_h2yuv8dx0b,0.31
Id_9exbi04ahn,0.97
Id_cli9pqpadf,0.32
Id_dm9pbvdt6s,0.5
Id_0dgvt5lwkt,0.35
Id_0y1rlb9gml,0.12
Id_ygs91lzs1g,0.19
Id_bhpmmdvwv8,0.47
Id_6rtpenbpwo,0.05
Id_ovc1uvevfr,0.17
Id_a5zyi2fa7u,0.31
Id_y8htg2u24u,0.04
Id_1c46c6iwch,0.08
Id_widy5om8gm,0.18
Id_pnrdz62fyr,0.06
Id_fyquookm88,0.85
Id_crylmlfts8,0.04
Id_br4gx830z6,0.09
Id_m5833t25xh,0.07
Id_lsjdpg6t8t,0.16
Id_4we5bf1am3,0.19
Id_v0c8sf03hr,0.29
Id_4q6hv17ay5,0.49
Id_kq286lbazx,0.23
Id_pvp0adve54,0.08
Id_p1eydacgzh,0.29
Id_oo3wb1e85o,0.67
Id_w69r6tvq9h,0.28
Id_tbzh0jlylk,0.09
Id_pbe3qcw8y9,0.0
Id_xqktzgfy6u,0.1
Id_3vrhj3xbrd,0.72
Id_klimz9l0mu,0.22
Id_ek9nter49s,0.09
Id_0fb3aq83x6,0.11
Id_d9us82mokz,0.2
Id_z0qbgzcfmr,0.01
Id_u1kcet2rdh,0.17
Id_kvyicvfgcf,0.57
Id_i7nvvbhrts,0.14
Id_q1ww54vkgt,0.31
Id_dwalixvqbi,0.39
Id_hzu1kl2y0v,0.61
Id_253hhat9ly,0.26
Id_gxb01c8rsw,0.12
Id_56w10cmkvf,0.02
Id_eqbidxw1n0,0.08
Id_5y54vl5ig1,0.03
Id_vls2yvc9s3,0.03
Id_lpu65atq1c,0.8
Id_n05cfjxl8y,0.52
Id_pdr4bb3ste,0.18
Id_io4athusho,0.04
Id_5g8e7drfum,0.25
Id_rur7k1t45e,0.14
Id_dvaa498nit,0.47
Id_ldfj07sgyl,0.22
Id_eivpjzohoz,0.12
Id_8gnthm24dj,0.09
Id_rpdyopec13,0.28
Id_n00yaaekij,0.61
Id_y25gm2cjyx,0.88
Id_5isfuhdqvs,0.15
Id_bl2dh6tjxa,0.98
Id_tasaabrqhh,0.09
Id_12vvfv3u1d,0.37
Id_hxum4ig62c,0.29
Id_aix78mhk10,0.46
Id_yzdr5i96vv,0.22
Id_773tk3fw8i,0.03
Id_ok0me3howk,0.14
Id_ua982ydwug,0.08
Id_pgbegf1f3w,0.48
Id_5v632aoiuj,0.17
Id_3mggq20q5n,0.05
Id_qydfymxddq,0.4
Id_7yetbmm8b9,0.26
Id_ikvtub301y,0.23
Id_a836a3iv7d,0.15
Id_vwc67cyqus,0.05
Id_kmjnwx4q8c,0.71
Id_08gwuwi46y,0.03
Id_gu6ndcj6av,0.07
Id_gwyrreff1l,0.03
Id_4o2q94kai0,0.11
Id_ojhqai34c1,0.19
Id_up1mwe2044,0.04
Id_qq7vs8p18n,0.07
Id_zsaqnw7d0v,0.12
Id_u1s9wohj3g,0.01
Id_3l3yas6shm,0.01
Id_h9khg197p6,0.02
Id_njxg81t45z,0.09
Id_sy82hx1uxc,0.28
Id_uhgniic5m0,0.02
Id_unwg3v9qc6,0.41
Id_rhe2szyupu,0.15
Id_qyjzcejzdd,0.19
Id_bcgsrtrilx,0.27
Id_jyl9dyazzj,0.0
Id_lfnvs5qfs6,0.13
Id_s3yov319c8,0.55
Id_5wbok9n3l5,0.09
Id_uskq3sff9l,0.03
Id_spvz4obbqe,0.26
Id_nli80qhmqg,0.02
Id_sxatj1ojqn,0.92
Id_9ptfv38fxh,0.13
Id_0uhsp1slil,0.48
Id_kfzxv30evr,0.08
Id_m2t3i6tlzi,0.03
Id_j1jagawqdy,0.13
Id_q4bdkw5381,0.11
Id_zn4pawmnma,0.04
Id_05acjsunpq,0.2
Id_xkygecr337,0.25
Id_xyxkh063o0,0.04
Id_c0yf49nm78,0.03
Id_qtor6gujoa,0.85
Id_j4o4svirmh,0.13
Id_xlqebp699d,0.02
Id_3gcdnzj5b1,0.24
Id_b2ohkp3p6j,0.23
Id_f84xz72m4k,0.28
Id_od9hvlhh77,0.8
Id_qvknbf86my,0.26
Id_enx4fslu9v,0.31
Id_8m1ji2xuyk,0.17
Id_l5cyidvlab,0.36
Id_jjuzk7vch1,0.18
Id_3rsvtpmh2z,0.49
Id_ezpeuh4h34,0.03
Id_8xkalpnn9b,0.12
Id_njws0dmmap,0.08
Id_ablg0vuf2i,0.01
Id_njonnfdy2x,0.95
Id_5mqaulnqis,0.35
Id_membxa89xj,0.42
Id_07nyi9izop,0.61
Id_ca71pr1it1,0.2
Id_5nubb1ma43,0.65
Id_p01zyr5l2a,0.2
Id_9w9h4l97ka,0.18
Id_tje5pa2wxy,0.48
Id_69neclh2z3,0.35
Id_5k8ojhksgg,0.33
Id_xm3rq3y0uh,0.5
Id_6neyyqjb2r,0.4
Id_wywnr19n4p,0.3
Id_u2qttjnzsm,0.18
Id_ovypzmzu4y,0.18
Id_1bvwmnkj19,0.24
Id_7my1jg1kl2,0.03
Id_c64h2qnyjl,0.75
Id_v7db6tn2bt,0.07
Id_schtxsjrf1,0.48
Id_ql8jwa0v5a,0.19
Id_em2o9pt636,0.13
Id_iuur8ruo7v,0.23
Id_4upc5tonc8,0.04
Id_3h9dhjkh1d,0.49
Id_n8i134j8o2,0.38
Id_6it5jb1zqa,0.0
Id_xr9jxeuilo,0.92
Id_v2c60bt345,0.48
Id_2zhkja5hbs,0.17
Id_zo1sgevzvm,0.1
Id_f8bz5b0w0y,0.17
Id_w64u7diu2o,0.91
Id_mcvnp513t7,0.31
Id_rw3i914r26,0.02
Id_4ivg6d2xh4,0.01
Id_unmbbb3lul,0.63
Id_7583xlaqic,0.17
Id_efpkwuw2hg,0.35
Id_ikcs5rx2ng,0.69
Id_p4cktyw3zc,0.48
Id_u8010p6ujf,0.33
Id_767vv3wcml,0.0
Id_nlr3z4mmcj,0.01
Id_g9u6ak2ker,0.12
Id_yaejn6rk3r,0.32
Id_e3skrhusoj,0.43
Id_njxuq36qd8,0.15
Id_2r5wk4daf8,0.03
Id_tjadapg1rz,0.0
Id_j0jr8t9mit,0.0
Id_jzk9ghyuus,0.73
Id_vh0l0p8c4d,0.01
Id_h5foewd458,0.42
Id_pxlslqgio0,0.03
Id_hzdz4e1ncr,0.35
Id_5um3shrltc,0.24
Id_veae94vs7m,0.24
Id_pl3apb39si,0.34
Id_8zn48jhafx,0.8
Id_04ouurkg68,0.17
Id_ds66hpnerf,0.18
Id_r6rlf1037b,0.0
Id_lw71mvsd41,0.08
Id_imnv65aq6f,0.43
Id_zqhgkgqfkd,0.17
Id_ob3o7ll463,0.53
Id_2owbmn4nbm,0.04
Id_mbmznddedt,0.01
Id_gs6felb9x4,0.57
Id_65y7x1uz1g,0.0
Id_8acrgihb5u,0.45
Id_w0rlglb7l4,0.02
Id_qmnct8dkea,0.38
Id_eprsrsv98a,0.24
Id_g4ii28f6by,0.83
Id_jkhvuohoxx,0.29
Id_umlcarumop,0.66
Id_9i3ftn1oxi,0.94
Id_fr3ddyiehe,0.3
Id_lzpfbdsw2f,0.14
Id_h019zyw7zy,0.26
Id_o43v3bz46n,0.05
Id_6lcihhaicc,0.2
Id_mxcjtorn2w,0.7
Id_iogk84m72d,0.01
Id_exoifxvj0s,0.08
Id_ixio0xbvta,0.11
Id_3vjt2lnwp3,0.05
Id_q8na9byk0c,0.61
